strain	proba_A	proba_B	proba_C
leaf_720	1	0	0
NODE_0000432	0.486443115316649	0.0975409418098178	0.416015942873533
leaf_1514	0	0	1
NODE_0000433	0.264859801809077	0.505799035620833	0.229341162570089
leaf_196	0.286945158028117	0.469134836671265	0.243920005300618
leaf_715	0	1	0
NODE_0000434	0	0	0.999887342771885
leaf_2209	0	0	1
leaf_1177	0	1	0
NODE_0000435	0	0	0.998949175851823
leaf_619	0	0	1
leaf_1624	0	0	1
NODE_0000438	0.00237530284163963	0	0.997472676942974
leaf_1767	0	0	1
NODE_0000439	0.0331463969433087	0	0.96590052727138
leaf_1833	1	0	0
NODE_0000440	0.00685590880298952	0	0.992250349374784
NODE_0000441	0.00109408891311164	0	0.998600296720944
leaf_809	0	0	1
leaf_1190	0	0	1
NODE_0000442	0.00506798104420784	0.0175327295530483	0.977399289402744
leaf_1043	0	0	1
NODE_0000443	0.00113088806191146	0.991972149670252	0.00689696226783677
leaf_167	0	1	0
leaf_251	0	1	0
NODE_0000444	0.0123478545440396	0.00822581871799898	0.979426326737961
NODE_0000445	0.0395419661025563	0.160487686512992	0.799970347384452
leaf_2227	0.0995824512393809	0.20280931262185	0.697608236138769
NODE_0000446	0.0589760117118642	0.407365252718271	0.533658735569865
leaf_2253	0.0856901583058782	0.408517424468066	0.505792417226056
NODE_0000447	0.0311240507874333	0.815545381905681	0.153330567306885
leaf_69	0	1	0
NODE_0000448	0.01413414496456	0.941160770572098	0.0447050844633421
leaf_824	0.0434977936231673	0.888914929360552	0.067587277016281
leaf_1108	0	1	0
NODE_0000449	0	0.00191407575411727	0.99765790873957
leaf_2349	0	0	1
NODE_0000450	0	0.994232588497349	0.00523190066115372
NODE_0000451	0.0108392052783021	0.982372769125778	0.00678802559591971
leaf_838	0.0766772383044404	0.855705742800688	0.0676170188948712
NODE_0000452	0.0115036076581128	0.985465868341447	0.00303052400043975
leaf_320	0	1	0
NODE_0000453	0.0305272879767326	0.965255638128115	0.00421707389515219
leaf_557	0	1	0
NODE_0000454	0.964289417246106	0.0308829703916473	0.00482761236224634
leaf_67	1	0	0
leaf_283	1	0	0
NODE_0000456	0	0.9981042351484	0.00182649133691885
NODE_0000457	0	0.999083123887065	0
leaf_170	0	1	0
leaf_1163	0	1	0
NODE_0000459	0.00155685842408848	0.949178494935181	0.0492646466407301
leaf_1366	0	1	0
leaf_1685	0	0	1
NODE_0000460	0	0.999572455728529	0
leaf_485	0	1	0
NODE_0000461	0	0.99970382444852	0
leaf_401	0	1	0
NODE_0000462	0	0.999407827749117	0
leaf_234	0	1	0
leaf_22	0	0	1
leaf_264	0	1	0
NODE_0000464	0	0.999723050828544	0
NODE_0000465	0	0.999988396065781	0
leaf_2071	0	1	0
leaf_1629	0	1	0
NODE_0000467	0.00108370324352629	0.997788835034718	0.00112746172175595
leaf_1674	0	1	0
leaf_1726	0.0263418938179383	0.949180272877487	0.0244778333045744
NODE_0000468	0	0.999986778245224	0
leaf_867	0	1	0
leaf_2036	0.025344957485735	0.951196403195123	0.0234586393191425
leaf_1968	0	1	0
NODE_0000471	0	0.999870729475439	0
NODE_0000472	0	0.999501828475107	0
leaf_630	0	1	0
NODE_0000971	0.00100942454608766	0.99792986077953	0.00106071467438292
leaf_787	0	1	0
leaf_347	0.0503084281629523	0.903347261510947	0.0463443103261006
NODE_0000475	0	0.999242323600523	0
leaf_1097	0	1	0
NODE_0000476	0.0026727578631758	0.994570877525727	0.00275636461109745
leaf_27	0.122740718195319	0.766637385166358	0.110621896638322
leaf_273	0	1	0
NODE_0000477	0.00510055076187855	0.993106296233591	0.0017931530045301
NODE_0000478	0.986892191044668	0.011508940767701	0.00159886818763135
leaf_674	1	0	0
leaf_792	1	0	0
NODE_0000480	0.0045986588010462	0.944307521741379	0.0510938194575752
leaf_302	0	0	1
leaf_751	0	1	0
NODE_0000481	0	0.99912041156738	0
leaf_631	0	1	0
leaf_652	0	1	0
NODE_0000483	0	0	0.999822261910132
leaf_2320	0	0	1
NODE_0000484	0	0	0.999987617246938
NODE_0000485	0.00591737941490981	0.00410960625133758	0.989973014333753
leaf_1112	0.153708507451585	0.152776133600763	0.693515358947651
NODE_0000486	0.00352794113059212	0.00216484601233049	0.994307212857077
leaf_402	0.183267889917766	0.185669162851164	0.631062947231069
leaf_397	0	0	1
leaf_1258	0	0	1
NODE_0000489	0	0	0.999750843560199
NODE_0000490	0	0	0.999275875052816
NODE_0000491	0	0	0.999487210119555
leaf_2221	0	0	1
NODE_0000492	0	0	0.99853356549914
leaf_343	0	0	1
leaf_714	0	0	1
NODE_0000493	0.0107429878666739	0	0.988555069389029
leaf_2190	0	0	1
NODE_0000494	0.963924498518952	0.00207918791841778	0.0339963135626299
leaf_763	1	0	0
leaf_1388	1	0	0
NODE_0000495	0.0017271481338609	0	0.998194805830617
NODE_0000496	0	0	0.999762902277509
leaf_2047	0	0	1
NODE_0000497	0	0	0.999479068027545
leaf_1804	0	0	1
NODE_0000498	0.00452440639001546	0.00329862658288934	0.992176967027095
leaf_1023	0.0670218325417419	0.0636875712651934	0.869290596193065
leaf_1333	0.04169553701956	0.0388793131343966	0.919425149846043
leaf_588	0.116036706009932	0.113268222789684	0.770695071200384
leaf_744	0	0	1
NODE_0000501	0.0272217279179903	0	0.972750309836318
leaf_1744	1	0	0
leaf_2208	0	0	1
leaf_2077	1	0	0
NODE_0000504	0	0	0.999328286335325
leaf_1760	0	0	1
NODE_0000505	0	0	0.999284332765658
NODE_0000506	0	0	0.999560034601156
leaf_293	0	0	1
leaf_1262	0	0	1
NODE_0000507	0.00147965683265311	0.0182156810213283	0.980304662146019
leaf_833	0	1	0
leaf_1288	0	0	1
NODE_0000508	0	0	0.999761194027696
NODE_0000509	0	0	0.999330031077703
leaf_1236	0.105644426969759	0.103206800711478	0.791148772318764
leaf_1420	0	0	1
NODE_0000511	0	0	0.999546827374377
leaf_1020	0	0	1
NODE_0000512	0	0.0010062616861231	0.998529795087618
NODE_0000513	0.00209813577147571	0.0172726570171801	0.980629207211344
leaf_567	0	1	0
leaf_1150	0	0	1
NODE_0000514	0.00316470983013312	0.00252483150083337	0.994310458669034
leaf_873	0.069559827940671	0.0666451719237097	0.863795000135619
NODE_0000515	0.00249235027844082	0.00165154457005065	0.995856105151508
leaf_349	0	0	1
NODE_0000516	0	0	0.999570393605981
leaf_115	0	0	1
leaf_194	0	0	1
NODE_0000517	0	0	0.999918330624366
leaf_2286	0	0	1
NODE_0000518	0	0	0.998884104565415
leaf_1878	0	0	1
NODE_0000519	0.00340552150274887	0.021572259902491	0.97502221859476
leaf_1432	0	0	1
NODE_0000520	0.0304527305070027	0.485971167543102	0.483576101949896
leaf_152	0.154647405229487	0.460801070373772	0.384551524396741
leaf_707	0	1	0
NODE_0000522	0.0323139015038408	0.0309390728798672	0.936747025616292
NODE_0000523	0.0319798033825797	0.645471710323885	0.322548486293536
leaf_1397	0.072971241261098	0.616112730760126	0.310916027978776
leaf_1680	0	1	0
NODE_0000524	0.0609986085705148	0.00997048146318883	0.929030909966296
NODE_0000525	0.00255078351390257	0	0.997056264104153
leaf_1565	0	0	1
leaf_1784	0	0	1
NODE_0000526	0.941190815929305	0.00182449569336485	0.05698468837733
leaf_1165	1	0	0
NODE_0000527	0.995985242288866	0	0.00382139804686356
leaf_1149	1	0	0
leaf_1493	1	0	0
NODE_0001147	0.00241275317181167	0	0.997513096202153
NODE_0001148	0	0	0.99984527353537
leaf_2426	0	0	1
leaf_2427	0	0	1
NODE_0001150	0.00102389189507418	0.0024729048359401	0.996503203268986
leaf_2418	0	0	1
NODE_0001151	0.00224497573483602	0.0459943447734467	0.951760679491717
leaf_2423	0	1	0
NODE_0001152	0	0	0.999999898163791
NODE_0001153	0.00428630313009332	0.932788423133551	0.0629252737363557
leaf_1174	0	1	0
NODE_0001154	0.00324056012968932	0.926254968615674	0.0705044712546371
leaf_618	0	0	1
leaf_1156	0	1	0
NODE_0001157	0	0	0.999853938714677
leaf_2414	0	0	1
NODE_0001158	0.00127608158754082	0	0.997968614126553
leaf_2364	0	0	1
NODE_0001159	0.00224507953031778	0.00135849626188899	0.996396424207793
leaf_350	0	0	1
NODE_0001160	0	0	0.99955275257561
leaf_1286	0	0	1
leaf_1346	0	0	1
NODE_0001220	0.0594247942923188	0.00227403713056528	0.938301168577116
NODE_0001221	0.957575860104407	0.001439672757587	0.0409844671380063
leaf_2366	1	0	0
leaf_2399	1	0	0
NODE_0001222	0.00101543816507351	0	0.998838521259536
leaf_2376	0	0	1
NODE_0001223	0	0	0.999174213740334
leaf_2338	0	0	1
NODE_0001224	0.20063060593959	0.00417572098897588	0.795193673071434
leaf_2325	1	0	0
NODE_0001225	0.105473911520119	0.021550241438684	0.872975847041197
leaf_1026	0	0	1
leaf_1859	0.132267743519612	0.055184342903597	0.812547913576791
NODE_0001227	0	0	0.998598189326341
leaf_1703	0	0	1
NODE_0001228	0.00309997148883251	0.00212063866555983	0.994779389845608
leaf_1932	0.051207288648878	0.0482906459665846	0.900502065384537
NODE_0001229	0	0	0.999508066373302
leaf_1316	0	0	1
leaf_1561	0	0	1
NODE_0001230	0	0	0.999704098248506
leaf_2401	0	0	1
NODE_0001231	0	0	0.999641171960369
NODE_0001232	0	0	0.999591289203352
leaf_2346	0	0	1
NODE_0001233	0.00334523236136122	0.00680691506515032	0.989847852573489
leaf_2328	0.0405917041709829	0.0420952435263105	0.917313052302707
NODE_0001234	0.00278971493669737	0.0125833813790933	0.984626903684209
leaf_1321	0	0	1
NODE_0001235	0.00447420978671101	0.0848944858678045	0.910631304345485
leaf_1614	0	0	1
NODE_0001236	0.00137966499356578	0.96364147825975	0.0349788567466845
leaf_1445	0	1	0
leaf_1460	0	1	0
NODE_0001237	0	0	0.999810496769604
NODE_0001238	0.0170553205130529	0.0133457172435306	0.969598962243416
leaf_2137	0.0528423899624728	0.0480259172737505	0.899131692763777
NODE_0001239	0.00122349352029722	0	0.998032598806762
leaf_137	0	0	1
leaf_148	0	0	1
NODE_0001241	0	0	0.99970141907431
leaf_1665	0	0	1
leaf_249	0	0	1
leaf_463	0	0	1
NODE_0001243	0	0	0.999722885329951
leaf_2198	0	0	1
NODE_0001244	0	0	0.99966476127929
leaf_1198	0	0	1
leaf_925	0.0762860214794476	0.0736465251021107	0.850067453418442
leaf_1241	0	0	1
NODE_0001247	0	0	0.999866989909564
leaf_2417	0	0	1
NODE_0001248	0	0.00112210710162463	0.997884937593837
leaf_2385	0	0	1
NODE_0001249	0.00787549280979879	0.0531077648036716	0.93901674238653
NODE_0001250	0.0242000498524946	0.66754169759843	0.308258252549076
leaf_272	0	1	0
NODE_0001251	0	0.996366531069234	0.00295717954021259
leaf_678	0	1	0
NODE_0001252	0	0.999436342364114	0
leaf_205	0	1	0
leaf_514	0	1	0
NODE_0001253	0.00191628989699151	0.0055460300523293	0.992537680050679
leaf_1855	0.0705289999421232	0.0712338960425208	0.858237104015356
NODE_0001255	0.00266386551214623	0.0036986781772681	0.993637456310586
leaf_1272	0.0972807602401122	0.0957726533728818	0.806946586387006
leaf_1925	0	0	1
NODE_0001256	0.00263612173948831	0	0.997192595158969
leaf_1376	0	0	1
NODE_0001257	0.933792887855966	0.00239864779816512	0.0638084643458687
leaf_604	1	0	0
leaf_1034	1	0	0
NODE_0001259	0	0	0.999961535702083
leaf_1657	0	0	1
NODE_0001261	0.005867293726646	0.00437652426059793	0.989756182012756
leaf_399	0	0	1
leaf_1201	0.0428900854334429	0.039860608421133	0.917249306145424
NODE_0001262	0	0	0.999742086033152
leaf_546	0	0	1
leaf_1271	0	0	1
NODE_0001161	0	0	0.999284731740322
NODE_0001162	0	0	0.998719869742486
NODE_0001163	0.00451411157352287	0.00315611824164984	0.992329770184827
leaf_2158	0	0	1
NODE_0001164	0.125292433921693	0.12280218041744	0.751905385660867
leaf_839	0.186196231264736	0.189022401295355	0.624781367439909
leaf_497	0.208228106624668	0.214527089481957	0.577244803893375
leaf_1613	0.148845031283267	0.147784567256791	0.703370401459942
NODE_0001166	0.00208705563132139	0	0.997878221138713
leaf_2272	1	0	0
NODE_0001167	0	0	0.999117172492421
NODE_0001168	0	0	0.999636015470346
leaf_1714	0	0	1
leaf_2065	0	0	1
NODE_0001169	0.00248924847709835	0.00161203742759911	0.995898714095303
leaf_2327	0.0398858417254642	0.0373436154134437	0.922770542861092
NODE_0001170	0	0	0.999614232890675
leaf_2144	0	0	1
NODE_0001171	0.00148345701841344	0.00104803795933271	0.997468505022254
leaf_2079	0	0	1
NODE_0001172	0.0389881532899708	0.0368313670529751	0.924180479657054
leaf_1604	0.0990802159224696	0.0963558299355195	0.804563954142011
NODE_0001173	0.0722799716775958	0.0694358767406642	0.85828415158174
leaf_50	0.253444608053192	0.27123117858093	0.475324213365878
leaf_1107	0.146777275492121	0.146089540058726	0.707133184449153
NODE_0001175	0.00289116778499744	0	0.996859708407975
NODE_0001176	0	0	0.999482735979233
leaf_2069	0	0	1
NODE_0001177	0	0	0.999007914892459
leaf_288	0	0	1
leaf_2044	0	0	1
NODE_0001178	0.0275389485945697	0.00331845174894496	0.969142599656485
leaf_1083	0	0	1
NODE_0001179	0.127911925515522	0.015107330061348	0.856980744423129
NODE_0001180	0.940099373679536	0.00177155887150315	0.058129067448961
leaf_2009	1	0	0
leaf_2261	1	0	0
NODE_0001181	0.0541464565930648	0.066094830056614	0.879758713350321
leaf_1778	0	1	0
NODE_0001182	0.00282907245245378	0.00257055304648797	0.994600374501058
leaf_1324	0	0	1
leaf_1904	0	0	1
NODE_0001183	0.00168525292129257	0	0.998169831821799
NODE_0001184	0	0	0.999861451689924
leaf_2363	0	0	1
NODE_0001185	0	0	0.999852763882539
leaf_2280	0	0	1
NODE_0001186	0	0	0.999582821709589
leaf_2263	0.0543569361303096	0.0519987090909474	0.893644354778743
leaf_1560	0	0	1
leaf_2342	0	0	1
NODE_0001188	0.0184255187029193	0	0.9808527952119
NODE_0001189	0	0	0.998990218270435
leaf_982	0	0	1
NODE_0001190	0	0	0.999534380708895
leaf_1918	0	0	1
NODE_0001191	0	0	0.999608391543537
leaf_1954	0	0	1
NODE_0001192	0.00348439457053917	0.00254548079285299	0.993970124636608
leaf_994	0.064128594342909	0.0610300439278013	0.87484136172929
leaf_1462	0	0	1
NODE_0001194	0.00202845660171307	0	0.997540276658948
NODE_0001195	0.0593445531618427	0.00547171226009577	0.935183734578062
leaf_370	1	0	0
leaf_865	0	0	1
NODE_0001196	0	0	0.999379459398329
leaf_1168	0	0	1
leaf_1999	0	0	1
NODE_0001197	0.490960932624908	0.0130337236657992	0.496005343709293
leaf_2159	0.462089114459065	0.0918135060902653	0.44609737945067
NODE_0001198	0.970285222218252	0	0.0287707428583291
NODE_0001199	0.995772181987465	0	0.00411484352922476
NODE_0001200	0.998056388033824	0	0.00163902302395681
leaf_1047	1	0	0
NODE_0001201	0.996777668600881	0.00108835724068603	0.00213397415843324
leaf_1587	0.88780190891648	0.056909221391958	0.0552888696915615
leaf_1940	1	0	0
NODE_0001202	0.993464695379196	0	0.00634229484820423
NODE_0001203	0.993869269289664	0.00164701401385829	0.00448371669647732
leaf_1009	0.841031396946615	0.0807919296794793	0.0781766733739056
leaf_1633	1	0	0
NODE_0001204	0.96180745921776	0	0.0374864593810714
leaf_2002	1	0	0
NODE_0001205	0.169984828150594	0.0035423993507615	0.826472772498644
leaf_1414	0	0	1
NODE_0001206	0.00208556783962257	0	0.997670970509816
leaf_692	0	0	1
leaf_1008	0	0	1
NODE_0001207	0.998514569425323	0	0.00140583969219891
leaf_2307	1	0	0
NODE_0001208	0.999277464256812	0	0
NODE_0001209	0.99811944503215	0	0.00126803844617476
leaf_727	1	0	0
NODE_0001210	0.998556831866932	0	0
leaf_582	1	0	0
NODE_0001211	0.999707031825066	0	0
leaf_376	1	0	0
leaf_641	1	0	0
NODE_0001212	0.99951955314367	0	0
leaf_1245	1	0	0
NODE_0001213	0.999968093220996	0	0
leaf_1599	1	0	0
NODE_0001214	0.999775647784818	0	0
leaf_990	1	0	0
leaf_1710	1	0	0
NODE_0001216	0.978953013141263	0	0.0200793423349641
leaf_215	1	0	0
NODE_0001217	0.941900241564258	0	0.0571735936051701
leaf_699	1	0	0
leaf_724	0	0	1
NODE_0001263	0.00154987896242891	0	0.998299448657316
NODE_0001264	0.0397382033376988	0.00109231466515625	0.959169481997145
leaf_2371	0	0	1
NODE_0001265	0.588285210457559	0.00561481039491184	0.406099979147529
leaf_1841	1	0	0
NODE_0001267	0.612328273114138	0.0027843613178208	0.384887365568041
leaf_2026	0	0	1
leaf_2301	1	0	0
NODE_0001268	0.63490892671004	0.0691439209844811	0.295947152305478
NODE_0001269	0.446438195850359	0.333373526470383	0.220188277679258
NODE_0001270	0.411318176256123	0.351972452840665	0.236709370903212
leaf_1367	0.401454049292813	0.3574351758115	0.241110774895687
leaf_1717	0.403280715489537	0.356414292031606	0.240304992478858
NODE_0001271	0.018371467352532	0.970112727472051	0.011515805175417
NODE_0001272	0	0.998497649121124	0
leaf_1035	0	1	0
leaf_1073	0	1	0
NODE_0001273	0.00556766450763839	0.990468059623963	0.00396427586839876
leaf_1538	0	1	0
NODE_0001274	0.00175016591891968	0.996360719580669	0.0018891145004108
leaf_28	0	1	0
leaf_111	0	1	0
NODE_0001275	0.908558416511087	0.00578861829133088	0.0856529651975818
leaf_1409	1	0	0
NODE_0001276	0.903824782049902	0.00463717345152994	0.0915380444985684
leaf_954	0	0	1
NODE_0001277	0.985749358125306	0.00516826540018116	0.00908237647451319
leaf_1027	0	1	0
leaf_1125	1	0	0
NODE_0001279	0.998376406785975	0	0.00112654489633327
leaf_775	1	0	0
NODE_0001280	0.99683572591264	0.00122141107317667	0.00194286301418357
leaf_756	0.934237468732232	0.0330339605888364	0.0327285706789312
leaf_816	1	0	0
NODE_0001281	0	0	0.999595933149977
NODE_0001282	0.118980840038947	0.0103141427846837	0.87070501717637
NODE_0001283	0.809601677159222	0.0656597944045247	0.124738528436254
leaf_1496	1	0	0
NODE_0001284	0.798791248979725	0.147244714488418	0.0539640365318574
leaf_1306	1	0	0
NODE_0001285	0.120119222706151	0.865380180880969	0.0145005964128806
leaf_460	0	1	0
leaf_1082	0	1	0
NODE_0001286	0.104327843069678	0.0111884263436214	0.8844837305867
leaf_2355	0	0	1
leaf_1144	0	1	0
NODE_0001288	0.910826499552857	0.00804373026028349	0.0811297701868589
leaf_1441	1	0	0
NODE_0001289	0.995817903748836	0.00114967939603277	0.00303241685513115
leaf_29	1	0	0
leaf_89	1	0	0
NODE_0001291	0.0031135878628337	0.00202643408914144	0.994859978048025
leaf_2387	0.0404422841844159	0.0377204438613833	0.921837271954201
NODE_0001292	0	0	0.999286156002621
NODE_0001293	0	0	0.999233136101746
leaf_1671	0	0	1
NODE_0001294	0	0.00180359655612475	0.997499288794374
leaf_2156	0	0	1
leaf_941	0	0	1
NODE_0001296	0.0696850103788206	0.365506023348852	0.564808966272327
leaf_2058	0	1	0
NODE_0001297	0.240951119267626	0.306449700554753	0.45259918017762
leaf_507	1	0	0
leaf_1693	0.254536098858098	0.319141355976508	0.426322545165394
NODE_0001298	0.00262108145737259	0	0.997256623910465
NODE_0001299	0.024684390826993	0.00195442930558396	0.973361179867423
leaf_1849	0	0	1
NODE_0001300	0.958614470754448	0.00303900039988715	0.0383465288456644
leaf_427	1	0	0
leaf_1218	1	0	0
NODE_0001302	0.0017834000580311	0.00278653367703461	0.995430066264934
leaf_847	0	0	1
NODE_0001303	0.00259299983588643	0.0114832117282123	0.985923788435901
leaf_227	0	1	0
leaf_857	0	0	1
NODE_0001304	0.0854321821047498	0.00702992270644044	0.90753789518881
NODE_0001305	0.0839259112536556	0.00961913143412614	0.906454957312218
leaf_10	1	0	0
NODE_0001306	0.0485719241128607	0.00813954427686174	0.943288531610278
leaf_87	0.146547885832079	0.116486862742313	0.736965251425608
leaf_266	0	0	1
NODE_0001307	0.176644132004848	0.0133291013351038	0.810026766660048
leaf_281	0.233740307338648	0.116096438091562	0.650163254569791
NODE_0001308	0.246651173754533	0.00678720439508296	0.746561621850384
leaf_182	0	0	1
leaf_308	1	0	0
NODE_0001309	0	0	0.999925929219136
NODE_0001310	0	0	0.99977184815607
NODE_0001311	0	0	0.998947628345119
leaf_1531	0	0	1
leaf_2118	0	0	1
NODE_0001312	0	0	0.99993850804635
NODE_0001314	0.00249269924172652	0.00181392240961073	0.995693378348663
leaf_2276	0	0	1
leaf_2293	0.0398864568400369	0.0375283931927835	0.92258514996718
NODE_0001315	0.001910652091176	0.00353968321264969	0.994549664696174
NODE_0001316	0	0	0.999281661771039
leaf_1299	0	0	1
NODE_0001317	0	0	0.999661889544711
leaf_616	0	0	1
leaf_1110	0	0	1
NODE_0001318	0.00481450972306819	0.0413098640279258	0.953875626249006
leaf_1226	0	0	1
NODE_0001319	0.0233263640341443	0.566439973822098	0.410233662143758
leaf_193	0.137140749285077	0.515683658158848	0.347175592556074
NODE_0001320	0.00509674051386127	0.958471695497956	0.0364315639881829
NODE_0001321	0	0.996653601756518	0.00266617548540839
leaf_81	0	1	0
leaf_452	0	1	0
NODE_0001322	0.00493521640087729	0.98812726615643	0.0069375174426924
leaf_806	0	1	0
NODE_0001323	0.0814764965848021	0.91405085863757	0.00447264477762747
leaf_213	1	0	0
leaf_256	0	1	0
NODE_0001324	0	0.00157697833688916	0.997737425474399
leaf_2055	0	0	1
NODE_0001325	0.00359472454212323	0.0150060182116227	0.981399257246254
NODE_0001326	0.119614817968298	0.126566893974073	0.753818288057629
leaf_1311	0.152913338950803	0.160894520917931	0.686192140131266
leaf_1682	0.143691995931695	0.151253090742376	0.705054913325929
NODE_0001327	0.00300916450944359	0.0265786226545939	0.970412212835963
NODE_0001328	0.00701069556401807	0.0110220150068148	0.981967289429167
leaf_829	0.105547919141655	0.106750956650344	0.787701124208001
leaf_1349	0	0	1
NODE_0001329	0.00551115726470911	0.121073594275872	0.873415248459418
leaf_1369	0	1	0
NODE_0001330	0.00720273831620599	0.123895415140962	0.868901846542832
leaf_767	0	1	0
NODE_0001331	0.00320289383373221	0.0069315492190956	0.989865556947172
NODE_0001332	0.00436364194946418	0.00476346250067496	0.990872895549861
leaf_988	0.0415328835118042	0.0402207611926894	0.918246355295506
NODE_0001333	0	0	0.998427493558553
leaf_107	0	0	1
leaf_609	0	0	1
NODE_0001334	0.00540745841019495	0.00173301971105678	0.992859521878748
leaf_520	0	0	1
NODE_0001335	0.03406108446474	0.00398011542310638	0.961958800112154
leaf_156	1	0	0
leaf_219	0	0	1
NODE_0001337	0.00166750989759046	0.00807754795469891	0.990254942147711
NODE_0001338	0.0243584420974791	0.461620950988695	0.514020606913826
NODE_0001339	0.0325841921412413	0.473804812342176	0.493610995516582
leaf_410	0.173690810963976	0.449901234023255	0.376407955012768
NODE_0001340	0.037074464141015	0.486638810186388	0.476286725672597
leaf_1761	0.0651879316715262	0.481131266368354	0.453680801960119
NODE_0001341	0.0293463252652434	0.529238164023541	0.441415510711216
NODE_0001342	0	0.00264501889621107	0.996405906257853
leaf_96	0	0	1
leaf_124	0	0	1
NODE_0001343	0.0202400692083596	0.847370230515134	0.132389700276506
leaf_133	0.098781875684009	0.735112722297735	0.166105402018256
leaf_561	0	1	0
NODE_0001344	0.0327733666823172	0.605209038678989	0.362017594638694
leaf_1590	0.0826871730751211	0.576245984659705	0.341066842265174
NODE_0001345	0	0.994409296731278	0.00475332146292006
leaf_1075	0	1	0
NODE_0001346	0	0.999673923778399	0
leaf_944	0	1	0
leaf_1081	0	1	0
NODE_0001348	0.00476564499623583	0.849532712625947	0.145701642377817
leaf_173	0	1	0
leaf_254	0	0	1
NODE_0001349	0	0	0.999647253043776
NODE_0001350	0	0	0.999897120552992
NODE_0001351	0	0	0.999743326361159
leaf_2111	0	0	1
NODE_0001352	0	0	0.999638642065208
leaf_1621	0	0	1
NODE_0001353	0	0	0.999652216297996
leaf_1060	0	0	1
leaf_2063	0	0	1
NODE_0001354	0	0	0.999631360991349
NODE_0001355	0.00126337160932044	0.00746251610926882	0.991274112281411
leaf_2200	0	0	1
NODE_0001356	0.0061737910789401	0.939715761673015	0.0541104472480448
leaf_759	0	1	0
NODE_0001357	0	0.998129222901751	0.00157227716030147
leaf_803	0	1	0
leaf_908	0	1	0
NODE_0001358	0	0	0.999589100715045
NODE_0001359	0	0	0.999679293659251
leaf_1419	0	0	1
leaf_2046	0	0	1
NODE_0001360	0.00345583038286074	0.00250215901136358	0.994042010605776
leaf_1840	0.0713420078148553	0.0681545973996727	0.860503394785472
NODE_0001361	0	0	0.999493454556905
leaf_1313	0	0	1
leaf_1370	0	0	1
NODE_0001362	0	0	0.999993585603573
NODE_0001363	0.00196511219273385	0.00142343566930588	0.99661145213796
leaf_2170	0	0	1
leaf_2220	0.0394167417717086	0.0371730656773423	0.923410192550949
NODE_0001365	0	0	0.999989888218905
leaf_2181	0	0	1
leaf_1906	0	0	1
NODE_0001367	0	0	0.999130334560641
NODE_0001368	0.0129962112200501	0.00322231476574772	0.983781474014202
leaf_1646	0	0	1
NODE_0001369	0.113482021165613	0.0319139250809229	0.854604053753464
leaf_939	1	0	0
NODE_0001370	0.0839807373458123	0.103019634261651	0.812999628392536
leaf_119	0	0	1
NODE_0001371	0.0422734284791839	0.746559787574673	0.211166783946143
leaf_368	0.0664861126125914	0.719058935347781	0.214454952039628
leaf_441	0	1	0
NODE_0001372	0.00175469198015588	0.00116261717019903	0.997082690849645
leaf_2197	0.0392306982269436	0.0369351668636638	0.923834134909392
NODE_0001373	0	0	0.999724312119074
leaf_2095	0	0	1
NODE_0001374	0.00112919220086064	0	0.998216634235336
leaf_878	0	0	1
NODE_0001375	0.00105444232045008	0	0.998333500737391
leaf_760	0	0	1
leaf_416	0	0	1
leaf_1133	0.0386076581284387	0.0364340054523844	0.924958336419177
NODE_0001377	0	0	0.999911767472305
leaf_2034	0.0734637007615908	0.070892186947171	0.855644112291238
NODE_0001378	0	0	0.999521507081446
leaf_1459	0	0	1
leaf_2010	0	0	1
NODE_0001380	0	0	0.999906202176272
leaf_1763	0	0	1
leaf_2183	0	0	1
NODE_0001383	0.00147930060928391	0.0219364256319893	0.976584273758727
leaf_1969	0	0	1
NODE_0001384	0.008682111175448	0.77201875067709	0.219299138147462
NODE_0001385	0.0203129531769407	0.78534126576661	0.19434578105645
leaf_108	0	1	0
leaf_1781	0.0462561086654098	0.754644091204307	0.199099800130283
NODE_0001386	0	0.999882431168982	0
leaf_1401	0	1	0
leaf_1297	0	1	0
NODE_0001388	0.0100024581685534	0.988635737927898	0.00136180390354838
leaf_1543	0	1	0
NODE_0001389	0.310613712739509	0.664599131065379	0.0247871561951116
leaf_870	0.307161243308332	0.616665022671752	0.0761737340199161
leaf_929	1	0	0
NODE_0001391	0	0.999853785608572	0
NODE_0001392	0	0.998106524069093	0
leaf_1516	0.0261951489813315	0.94947169451839	0.0243331565002778
leaf_1670	0	1	0
NODE_0001393	0	0.999898901379466	0
leaf_1216	0	1	0
NODE_0001394	0	0.9994058490105	0
leaf_1195	0	1	0
NODE_0001395	0.0159754787923001	0.968024025019046	0.0160004961886542
leaf_37	0	1	0
leaf_250	0.059568650379213	0.884857029555272	0.0555743200655154
NODE_0001396	0.00234224160410924	0.0681430145902435	0.929514743805647
NODE_0001397	0.00367115472839204	0.102921544421678	0.89340730084993
NODE_0001398	0.03898514840018	0.598862236406253	0.362152615193567
leaf_940	0	1	0
leaf_1145	0.0767487249316831	0.577317856069694	0.345933418998623
NODE_0001399	0.00344476378265699	0.0948119209042721	0.901743315313071
leaf_912	0	1	0
NODE_0001400	0	0.0082306407317814	0.990890133479099
leaf_1724	0	0	1
NODE_0001401	0.00374764533828541	0.00482591179448462	0.99142644286723
leaf_1239	0	0	1
