strain	proba_A	proba_B	proba_C
leaf_428	1	0	0
leaf_696	1	0	0
NODE_0001055	0.581785184490954	0.331031628980291	0.0871831865287557
NODE_0001056	0.619439470551517	0.16894736022416	0.211613169224323
leaf_1873	0	0	1
NODE_0001057	0.915704735886455	0.033175582516592	0.0511196815969528
NODE_0001058	0.911407480329831	0.0365074840592239	0.0520850356109448
leaf_157	1	0	0
leaf_543	0.752237675844133	0.123426041093352	0.124336283062515
NODE_0001059	0.99414830738477	0.0019267053242203	0.00392498729101014
leaf_654	1	0	0
leaf_749	1	0	0
NODE_0001060	0.520422108022583	0.411676962189792	0.0679009297876245
leaf_2129	0.490704639568278	0.410128047809594	0.099167312622128
NODE_0001061	0.462355300548108	0.493745866257815	0.043898833194077
leaf_973	1	0	0
NODE_0001062	0.011928668247571	0.986177432047698	0.00189389970473074
leaf_2081	0	1	0
NODE_0001063	0	0.999905066272633	0
leaf_1562	0	1	0
NODE_0001065	0	0.999606119489173	0
leaf_698	0	1	0
leaf_1128	0	1	0
NODE_0001066	0	0.999729504326261	0
leaf_1300	0	1	0
NODE_0001067	0	0.999806259636282	0
leaf_930	0	1	0
NODE_0001068	0	0.999444431614884	0
NODE_0001069	0.00863109279812225	0.982597864563861	0.00877104263801674
leaf_59	0.105872056825612	0.797889605764357	0.0962383374100309
leaf_85	0	1	0
NODE_0001070	0	0.999448623395374	0
NODE_0001071	0.00229176339164612	0.995322215077265	0.0023860215310887
leaf_295	0	1	0
leaf_424	0.0377356632824603	0.927241394227182	0.0350229424903581
NODE_0001072	0.00102072343682611	0.997903164509165	0.00107611205400865
leaf_633	0	1	0
leaf_729	0.0262838384527743	0.949285172457767	0.0244309890894587
NODE_0001073	0.0159547314541894	0.978636170604664	0.00540909794114664
NODE_0001074	0.0281171266443077	0.966091653853038	0.00579121950265473
NODE_0001075	0	0.998604418320062	0
leaf_395	0	1	0
leaf_529	0	1	0
NODE_0001076	0.0677760091829813	0.923704569143768	0.00851942167325031
leaf_2096	0	1	0
NODE_0001077	0.988259200662031	0.0100736905169099	0.0016671088210592
leaf_2054	1	0	0
leaf_2225	1	0	0
NODE_0001078	0.00105445827312292	0.998439635804468	0
NODE_0001079	0	0.999591608885955	0
NODE_0001080	0	0.99713840604649	0.00231063377555322
leaf_2113	0	1	0
NODE_0001081	0.00820067699197392	0.953130963964286	0.0386683590437398
leaf_2101	0.0332936185090521	0.908275271586482	0.0584311099044664
NODE_0001082	0.0052919542945651	0.833371945453607	0.161336100251828
leaf_1164	0	1	0
leaf_1332	0	0	1
NODE_0001083	0	0.999906313782511	0
leaf_2291	0	1	0
NODE_0001084	0	0.999663725826171	0
leaf_1815	0	1	0
NODE_0001085	0	0.999029059448952	0
NODE_0001086	0.0104229098984302	0.979050454168658	0.0105266359329115
leaf_263	0	1	0
leaf_1631	0.0349728588343685	0.931991340773767	0.0330358003918643
NODE_0001087	0	0.999487084698659	0
leaf_1335	0	1	0
NODE_0001088	0.0016143344829934	0.996690326118686	0.00169533939832088
leaf_1084	0.0583330908784215	0.888012922262174	0.0536539868594045
NODE_0001089	0	0.999884430977562	0
leaf_813	0	1	0
leaf_192	0	1	0
leaf_778	0	1	0
NODE_0001091	0	0.999859311622743	0
NODE_0001092	0	0.999720189995351	0
leaf_2232	0	1	0
NODE_0001093	0.00123532076766732	0.997393131297249	0.00137154793508422
leaf_1187	0	1	0
NODE_0001094	0.0088931671014117	0.982043554180162	0.00906327871842648
leaf_1186	0	1	0
leaf_1745	0.0335600639666325	0.93473709677278	0.0317028392605874
NODE_0001095	0	0.999922274740943	0
NODE_0001096	0	0.999889519641972	0
leaf_2282	0	1	0
NODE_0001097	0	0.999796964814627	0
NODE_0001098	0	0.999719793367695	0
leaf_1379	0	1	0
leaf_1819	0	1	0
NODE_0001099	0	0.999923600205033	0
leaf_2061	0	1	0
NODE_0001100	0	0.999889232722446	0
NODE_0001101	0	0.999816727055004	0
leaf_1860	0	1	0
NODE_0001102	0	0.998087916615464	0
leaf_1255	0.0413458990301672	0.92046356060984	0.0381905403599924
leaf_1504	0	1	0
NODE_0001103	0	0.999724405978596	0
leaf_1984	0	1	0
NODE_0001104	0.00580569027628766	0.993263980720273	0
leaf_786	0	1	0
NODE_0001105	0.05810640866195	0.939454032228466	0.00243955910958407
leaf_770	1	0	0
leaf_836	0	1	0
NODE_0001106	0	0.999903785182447	0
leaf_1375	0	1	0
NODE_0001108	0	0.999494031734589	0
leaf_1268	0	1	0
leaf_2068	0	1	0
NODE_0001110	0.183404466864572	0.798963015189107	0.0176325179463204
leaf_2029	1	0	0
NODE_0001111	0.120226936574675	0.81993307545105	0.0598399879742744
leaf_1492	0.137151187669286	0.782726429179121	0.0801223831515926
NODE_0001112	0.0280974829566252	0.878409375968009	0.0934931410753658
leaf_186	0	0	1
leaf_673	0	1	0
NODE_0001113	0	0.999963356299469	0
NODE_0001121	0	0.999156446213583	0
leaf_1577	0	1	0
NODE_0001122	0	0.999265143318036	0
leaf_547	0	1	0
NODE_0001123	0	0.997327938973437	0.00208181639260767
leaf_208	0	1	0
NODE_0001124	0.01033058642257	0.924649725401815	0.0650196881756149
leaf_12	0	0	1
leaf_16	0	1	0
NODE_0001114	0.00144869659535508	0.996943047228683	0.00160825617596163
leaf_191	0	1	0
NODE_0001115	0	0.998792838165096	0
leaf_669	0	1	0
NODE_0001116	0	0.999961555539122	0
leaf_612	0	1	0
leaf_318	0	1	0
NODE_0000367	0.00213173545107376	0.995665454392133	0.0022028101567929
leaf_80	0.0966111527017337	0.815600617294569	0.0877882300036977
NODE_0000368	0.00244556582073602	0.995029300769663	0.00252513340960102
leaf_493	0.0276008127446169	0.946648973997318	0.0257502132580649
leaf_284	0	1	0
NODE_0001125	0.00103683420100252	0.998783604266614	0
NODE_0001126	0	0.999837383970423	0
leaf_1816	0	1	0
NODE_0001127	0	0.999812211623995	0
leaf_1675	0	1	0
NODE_0001128	0	0.999477628958668	0
NODE_0001129	0	0.999007555460709	0
leaf_332	0	1	0
leaf_533	0	1	0
NODE_0001130	0.00156503936054075	0.997975363975643	0
NODE_0001131	0.0260359164449336	0.968806817458272	0.00515726609679408
leaf_199	1	0	0
leaf_287	0	1	0
NODE_0001132	0	0.999700518640659	0
leaf_476	0	1	0
leaf_903	0	1	0
NODE_0001133	0.0223015766305994	0.975888152466416	0.0018102709029843
NODE_0001134	0.0175106275198448	0.976373512477927	0.00611586000222765
leaf_969	0	1	0
NODE_0001135	0.0286622803539324	0.943223955710491	0.0281137639355764
leaf_326	0	1	0
NODE_0001136	0.213275658244413	0.409769032617203	0.376955309138384
leaf_246	0.246329636664315	0.410622450010869	0.343047913324816
NODE_0001137	0.300634146269811	0.0654613900533791	0.633904463676809
leaf_130	1	0	0
leaf_231	0	0	1
NODE_0001138	0.199758688418262	0.798139096550629	0.00210221503110849
leaf_1408	1	0	0
NODE_0001139	0.0119075741686126	0.987403748377953	0
leaf_1874	0	1	0
NODE_0001140	0.00116095905273596	0.998443674726652	0
leaf_1066	0	1	0
leaf_1074	0	1	0
NODE_0001142	0.879146567495419	0.111075451853505	0.00977798065107641
leaf_632	1	0	0
NODE_0001143	0.999130889495936	0	0
leaf_537	1	0	0
leaf_1041	1	0	0
NODE_0001145	0.98642185362293	0.00598630347138549	0.00759184290568475
leaf_663	0.924812164874179	0.0374368029347902	0.0377510321910307
NODE_0001146	0.982018381375202	0.00774175384231985	0.0102398647824784
leaf_74	0.858004452795023	0.0718766547665236	0.0701188924384537
leaf_93	1	0	0
NODE_0000533	0	0	0.999721154078952
NODE_0000534	0	0	0.999895358963351
leaf_2433	0	0	1
NODE_0000535	0	0	0.999264903722658
leaf_2432	0	0	1
NODE_0000536	0.0428313292535955	0	0.956599689230749
NODE_0000537	0	0.00342100892818778	0.995637255887805
leaf_2368	0	0	1
NODE_0000539	0.0137897438367031	0.585438286442923	0.400771969720374
leaf_2102	0	1	0
NODE_0000540	0.0051748413817142	0.977930688117883	0.0168944705004023
leaf_390	0	1	0
leaf_433	0	1	0
NODE_0000541	0	0	0.999200914671664
NODE_0000542	0	0	0.999966861906417
leaf_2120	0	0	1
leaf_2222	0	0	1
NODE_0000544	0.00529225791688956	0.0412522493045986	0.953455492778512
leaf_768	0	1	0
leaf_1210	0	0	1
NODE_0000545	0.00155237770671444	0.00543396608736712	0.993013656205919
NODE_0000546	0.0655581833124494	0.448083767670616	0.486358049016934
leaf_470	0	1	0
leaf_1487	0.0911084401442034	0.445762164445516	0.463129395410281
NODE_0000547	0	0.00215637419615642	0.997439634516624
NODE_0000548	0.00159202144215954	0.00205390918112013	0.99635406937672
leaf_2060	0.0390734003238235	0.0377516402295409	0.923174959446636
leaf_2199	0	0	1
NODE_0000549	0.00139760690906646	0.009149116798823	0.98945327629211
leaf_1946	0	0	1
NODE_0000550	0.00123951339567853	0.988307241062756	0.0104532455415654
leaf_906	0	1	0
leaf_981	0	1	0
NODE_0000552	0.0219112098141325	0	0.977602146447414
NODE_0000553	0.0427569144255171	0.0016100724960961	0.955633013078387
leaf_2379	0	0	1
NODE_0000554	0.948780363066735	0.0027189733521191	0.0485006635811459
leaf_1919	1	0	0
leaf_2278	1	0	0
NODE_0000555	0.00346968731394778	0.00353292378942961	0.992997388896622
NODE_0000556	0.0035125927551406	0.00271056823136297	0.993776839013497
NODE_0000557	0.011286004913238	0.00841165329945918	0.980302341787303
leaf_2012	0.0745812401140909	0.0700653802750011	0.855353379610908
NODE_0000558	0.0015679246388686	0	0.997479127105036
leaf_553	0	0	1
leaf_1877	0	0	1
NODE_0000559	0.00295480072966197	0.00180801997280011	0.995237179297538
leaf_403	0	0	1
NODE_0000560	0	0	0.999598530122561
leaf_1386	0	0	1
NODE_0000561	0	0	0.999851846152715
leaf_1007	0	0	1
NODE_0000562	0	0	0.999902113726357
leaf_544	0	0	1
leaf_574	0	0	1
NODE_0000563	0.00328333893163075	0.036177392257314	0.960539268811055
NODE_0000564	0.00414407418615592	0.889120338568588	0.106735587245256
leaf_2353	0	1	0
NODE_0000565	0	0.99545906693069	0.0036958571782679
leaf_1391	0	1	0
NODE_0000566	0	0.999127738627844	0
NODE_0000567	0.00288111457910757	0.99388717293899	0.00323171248190279
leaf_432	0	1	0
NODE_0000568	0.00982452781523993	0.980070607106227	0.0101048650785325
leaf_40	0	1	0
leaf_789	0.0471520694950206	0.908646620934259	0.0442013095707209
NODE_0000569	0	0.999951646781845	0
leaf_972	0	1	0
leaf_1900	0	1	0
NODE_0000571	0.00652684874719301	0.993335480936128	0
NODE_0000576	0	0.999224337057364	0
leaf_1217	0	1	0
NODE_0000577	0	0.999602318208891	0
leaf_396	0	1	0
leaf_993	0	1	0
NODE_0000572	0.100353144594529	0.895538031546492	0.00410882385897833
NODE_0000573	0.0425519665681973	0.952576908796675	0.0048711246351277
leaf_735	0.0761562990576001	0.882966375941376	0.0408773250010241
leaf_879	0	1	0
NODE_0000574	0.974641791013393	0.0238945272890186	0.00146368169758856
leaf_1161	1	0	0
leaf_1170	1	0	0
NODE_0000578	0.074992716265477	0.91722612786364	0.00778115587088302
leaf_1250	0.10825286060839	0.843166130915415	0.0485810084761955
NODE_0000579	0.145201020583476	0.845720811903258	0.00907816751326638
leaf_1135	1	0	0
leaf_1076	0.167383074272009	0.782484637933289	0.0501322877947012
NODE_0000581	0.107036407850772	0.880339973823472	0.0126236183257556
leaf_1116	0.12786463321572	0.82972467591309	0.0424106908711902
NODE_0000582	0.00543340875911019	0.993004234243005	0.00156235699788485
leaf_140	0	1	0
leaf_486	0	1	0
NODE_0000583	0	0	0.999985525667156
leaf_2287	0	0	1
NODE_0000586	0.00808459321926444	0.0195309845532332	0.972384422227502
leaf_1214	0	0	1
NODE_0000587	0.0422388306661268	0.815449465603868	0.142311703730005
leaf_364	0.0893814195849996	0.748156450368257	0.162462130046744
NODE_0000588	0.0171392132162487	0.928859903118417	0.0540008836653342
leaf_109	0	1	0
NODE_0000589	0.00160893959548812	0.995121713345445	0.00326934705906715
leaf_35	0	1	0
leaf_65	0	1	0
NODE_0000590	0	0	0.999770604146908
leaf_2336	0	0	1
NODE_0000591	0.00126204148721964	0.00341732309314089	0.99532063541964
NODE_0000592	0.00746895132289304	0.115498040999504	0.877033007677603
leaf_784	0	0	1
leaf_882	0	1	0
NODE_0000593	0	0	0.999803950887903
leaf_1616	0	0	1
leaf_1660	0	0	1
NODE_0000595	0.124920932686702	0.00243287925804292	0.872646188055255
NODE_0000596	0.106483703252675	0.00236803795016358	0.891148258797161
leaf_895	1	0	0
NODE_0000597	0.00352689713364952	0	0.996323195805807
leaf_1850	0	0	1
leaf_1955	0	0	1
NODE_0000598	0.477167625981662	0.0146330415767552	0.508199332441583
leaf_1373	0.441423940891675	0.12294470867722	0.435631350431106
NODE_0000599	0.958955551433499	0.00182928447830424	0.0392151640881971
leaf_1242	1	0	0
leaf_1848	1	0	0
NODE_0000600	0	0.00162415279796176	0.998022210381809
NODE_0000601	0.00166169566109889	0.00164144475561222	0.996696859583289
NODE_0000602	0.0151951896427278	0.0118177039903187	0.972987106366954
leaf_961	0	0	1
leaf_1842	0.052031786818437	0.0474619621343028	0.90050625104726
NODE_0000603	0	0	0.999637115758617
leaf_1544	0	0	1
NODE_0000604	0	0	0.99986885834878
leaf_956	0	0	1
leaf_1265	0	0	1
NODE_0000605	0.00273783998030718	0.03255939704169	0.964702762978003
leaf_1410	0	1	0
NODE_0000606	0.00279273293789981	0.0321826450377723	0.965024622024328
leaf_1178	0	1	0
NODE_0000607	0	0.00268521213167332	0.996834325429207
leaf_1935	0	0	1
NODE_0000608	0	0.00139453644102972	0.998058079474982
NODE_0000609	0	0	0.998775775639604
leaf_2064	0	0	1
NODE_0000610	0.020622582589473	0.0162899262831663	0.963087491127361
leaf_113	0	0	1
leaf_296	0.176004294725198	0.176122551594202	0.6478731536806
NODE_0000611	0.0112375076426074	0.038065484689324	0.950697007668069
leaf_150	0	1	0
leaf_791	0	0	1
leaf_1318	0.0473049465302892	0.0706757992987739	0.882019254170937
NODE_0000613	0.941143529135538	0	0.0580083867486202
NODE_0000614	0.997538210853648	0	0.00236986204305865
leaf_2394	1	0	0
NODE_0000615	0.999216591875484	0	0
NODE_0000616	0.999785374858226	0	0
NODE_0000617	0.99996523624046	0	0
leaf_1138	1	0	0
leaf_2254	1	0	0
NODE_0000619	0.997737339049865	0	0.00133953207946248
leaf_1152	0.735434532590245	0.138848666458891	0.125716800950863
leaf_2169	1	0	0
NODE_0000620	0.999785169306877	0	0
NODE_0000621	0.997646534764987	0	0.00140023278574662
leaf_2196	0.934970041779911	0.0327852658785756	0.0322446923415135
leaf_2210	1	0	0
NODE_0000622	0.999766105110309	0	0
leaf_1813	1	0	0
NODE_0000623	0.999612182678565	0	0
leaf_967	1	0	0
leaf_2070	1	0	0
NODE_0000624	0.997188775367683	0	0.00273315098198312
leaf_571	0	0	1
NODE_0000626	0.999613339104592	0	0
NODE_0000627	0.999145978811547	0	0
leaf_845	1	0	0
NODE_0000628	0.999401471867358	0	0
leaf_2205	1	0	0
NODE_0000629	0.998397090255305	0	0.00105127265228754
leaf_257	1	0	0
leaf_892	1	0	0
NODE_0000630	0.998771603400795	0	0
leaf_1725	1	0	0
NODE_0000631	0.997618808094659	0	0.00234363189369817
leaf_1764	1	0	0
leaf_1865	1	0	0
NODE_0000633	0.541651097720996	0.00332098361734279	0.455027918661661
NODE_0000634	0.498716095486432	0.00723024147235568	0.494053663041212
leaf_224	1	0	0
leaf_487	0	0	1
NODE_0000635	0.269478707762423	0.00902565613675206	0.721495636100825
leaf_313	0.309182111453765	0.15422900184039	0.536588886705845
leaf_1583	0	0	1
NODE_0000636	0.983419815531586	0.00102987288969844	0.0155503115787151
NODE_0000637	0.981524179572135	0.00363242706623173	0.0148433933616335
leaf_2350	0.92043605719722	0.0353016940775096	0.0442622487252705
NODE_0000638	0.999800356137981	0	0
leaf_1277	1	0	0
leaf_2067	1	0	0
NODE_0000639	0.999762556881339	0	0
leaf_1264	1	0	0
leaf_1382	1	0	0
NODE_0000641	0.767968610349506	0.00464329106901131	0.227388098581482
NODE_0000642	0.99234175146264	0	0.00701614452380478
leaf_1476	1	0	0
NODE_0000643	0.999658822701275	0	0
leaf_694	1	0	0
leaf_799	1	0	0
NODE_0000644	0.0981086642212316	0.00248264716312072	0.899408688615648
NODE_0000645	0.00245383777826486	0	0.997175336904842
leaf_1814	0	0	1
NODE_0000646	0	0.00188745755015096	0.997303537122967
leaf_1065	0	0	1
NODE_0000647	0.00235625680011615	0.0260023273537809	0.971641415846103
leaf_971	0	1	0
leaf_986	0	0	1
NODE_0000648	0.0465299332591459	0.00372974221153711	0.949740324529317
leaf_1783	0.0794713280723161	0.0391069724167503	0.881421699510934
NODE_0000499	0.00308776296732945	0	0.996615803900213
leaf_1853	0	0	1
NODE_0000650	0.00289060099460423	0.00116170161236559	0.99594769739303
leaf_1470	0	0	1
leaf_1615	0.0402523821678952	0.0369298140723857	0.922817803759719
NODE_0000651	0.984978491148933	0	0.0147939676045448
leaf_2404	0.923584946404189	0.032171368603045	0.0442436849927658
NODE_0000653	0.977486016211723	0.00134912254061135	0.0211648612476658
NODE_0000654	0.00537578647779391	0	0.993915310820715
leaf_1436	0	0	1
leaf_1473	0	0	1
NODE_0000655	0.998251891671308	0	0.00160625381861527
leaf_2352	1	0	0
NODE_0000656	0.999775790186973	0	0
leaf_2292	1	0	0
NODE_0000657	0.999490406999124	0	0
leaf_1636	1	0	0
NODE_0000658	0.999742424991325	0	0
NODE_0000659	0.999209913665701	0	0
leaf_139	1	0	0
leaf_1527	1	0	0
NODE_0000660	0.999734677666773	0	0
leaf_926	1	0	0
leaf_1733	1	0	0
NODE_0000661	0.996054803446991	0	0.00379066138259338
NODE_0000662	0.999123422130305	0	0
leaf_2384	1	0	0
NODE_0000663	0.986236161713053	0.0120751862927	0.00168865199424703
leaf_2381	1	0	0
NODE_0000664	0.145220601987546	0.84304204096935	0.0117373570431033
NODE_0000665	0.0149368436271776	0.983052550077646	0.00201060629517624
leaf_1654	0	1	0
leaf_2267	0	1	0
NODE_0000666	0.119683285803082	0.853540403359705	0.0267763108372131
leaf_1893	0.1361360944434	0.813419686805067	0.0504442187515331
NODE_0000667	0.0202138687627085	0.968356895271276	0.0114292359660153
leaf_334	0.0468285809518099	0.91649865079092	0.0366727682572705
leaf_525	0	1	0
NODE_0000668	0.98304241622878	0	0.0161090847955858
NODE_0000669	0.815954224047301	0.00952297187279853	0.174522804079901
leaf_2333	0.771444567043207	0.0413515596453224	0.187203873311471
NODE_0000670	0.632268750037877	0.00802895102542076	0.359702298936702
leaf_562	1	0	0
NODE_0000671	0.00740810541951809	0	0.992524676742615
leaf_2041	0	0	1
NODE_0000673	0.00596470572572169	0.00143614922897549	0.992599145045303
leaf_1738	0	0	1
leaf_1912	0.0430139465422113	0.0371688061109486	0.91981724734684
NODE_0000674	0.0112323786324034	0	0.988071083944893
leaf_1489	0	0	1
NODE_0000675	0.130163396387883	0.012704201520648	0.857132402091469
leaf_1304	1	0	0
NODE_0000676	0.0446120987522555	0.0459206309024165	0.909467270345328
leaf_572	0	1	0
NODE_0000677	0.00185021683693807	0.00144816929998808	0.996701613863074
leaf_681	0	0	1
leaf_691	0	0	1
NODE_0000678	0.999960376624043	0	0
leaf_2248	1	0	0
NODE_0000679	0.999997013431505	0	0
leaf_2020	1	0	0
NODE_0000682	0.0799718960875391	0.00488596711164594	0.915142136800815
leaf_690	0	0	1
leaf_987	0	0	1
NODE_0000686	0.999921553138881	0	0
leaf_1976	1	0	0
leaf_1998	1	0	0
NODE_0000683	0.999793773374578	0	0
leaf_1963	1	0	0
NODE_0000684	0.996289523798146	0.00151785224728488	0.00219262395456873
leaf_1704	1	0	0
leaf_1883	0.933742543001852	0.0333074731763641	0.0329499838217837
NODE_0000687	0.99818159521391	0	0.00171545938991809
NODE_0000688	0.940209604354631	0.00103184354550722	0.0587585520998622
leaf_1422	1	0	0
leaf_1610	0	0	1
NODE_0000689	0.999851829940276	0	0
leaf_1575	1	0	0
leaf_1793	1	0	0
NODE_0000691	0.999997938750106	0	0
leaf_2163	1	0	0
NODE_0000696	0.992985304048785	0.00293361475732246	0.00408108119389255
leaf_1537	1	0	0
leaf_1907	0.896521544867929	0.0523133018901435	0.0511651532419279
NODE_0000692	0.999250606925782	0	0
leaf_406	1	0	0
NODE_0000693	0.999473227087936	0	0
leaf_904	1	0	0
leaf_2123	1	0	0
NODE_0000697	0.995615198524401	0	0.0036239592568707
leaf_2178	1	0	0
NODE_0000699	0.864109619482504	0.0685749757899742	0.0673154047275223
leaf_1651	0.813270697880161	0.0956195311096174	0.0911097710102212
leaf_1896	0.814029132370733	0.0952122666262198	0.090758601003047
NODE_0000700	0.522207895310627	0.0684563285532421	0.409335776136131
leaf_1050	0	0	1
NODE_0000701	0.596557081721223	0.174982933502967	0.22845998477581
leaf_467	1	0	0
leaf_564	0	1	0
NODE_0000532	0	0	0.999999833151412
leaf_2428	0	0	1
leaf_2430	0.0376669225593718	0.0358779930516199	0.926455084389008
leaf_2431	0	0	1
leaf_2429	0	0	1
NODE_0000528	0	0	0.999438588513445
NODE_0000151	0	0	0.999899615668133
leaf_2424	0	0	1
NODE_0000141	0.00355919342867012	0.02392810946628	0.97251269710505
NODE_0000142	0.00537879063249675	0.0139955284692997	0.980625680898204
leaf_1769	0	0	1
NODE_0000143	0.00738916017134112	0.0072978561098186	0.98531298371884
leaf_2298	0.0442228895439409	0.0425285439841561	0.913248566471903
NODE_0000144	0	0	0.99938594231932
NODE_0000145	0	0	0.999703506873607
leaf_2265	0	0	1
leaf_1159	0	1	0
leaf_2104	0	0	1
NODE_0000147	0	0	0.999730193883269
NODE_0000148	0	0	0.999619522076624
leaf_1115	0	0	1
leaf_2021	0	0	1
NODE_0000149	0.00226490081155688	0.00162759704047302	0.99610750214797
leaf_1959	0	0	1
leaf_1994	0.0518163668545618	0.0491520612063339	0.899031571939104
NODE_0000140	0.0239440555697462	0.65244853394848	0.323607410481774
leaf_2408	0.0511601908115235	0.632988879819793	0.315850929368683
NODE_0000100	0.00138155021617122	0.984704484454583	0.0139139653292456
NODE_0000101	0	0.99907205352947	0
NODE_0000102	0	0.999969575356554	0
leaf_2386	0	1	0
leaf_2297	0	1	0
NODE_0000105	0.11411515744	0.629502762503835	0.256382080056164
NODE_0000106	0.0355092882214275	0.139320988549725	0.825169723228847
leaf_423	0	0	1
leaf_1573	0	0	1
NODE_0000107	0.220782942708157	0.678799967052108	0.100417090239735
leaf_1866	0	1	0
leaf_2053	1	0	0
NODE_0000108	0.00104563447506017	0.998716470996258	0
leaf_2362	0	1	0
NODE_0000109	0.0413299719916555	0.953642241921026	0.00502778608731874
leaf_2242	0.0697243114439593	0.894945383360769	0.0353303051952716
NODE_0000110	0.0754814181598397	0.920689155299753	0.00382942654040739
leaf_2100	1	0	0
NODE_0000111	0.0117195856360894	0.986996219300125	0.00128419506378575
NODE_0000112	0.00577619283660794	0.992032563083278	0.00219124408011383
leaf_1942	0.0306334249333675	0.943892730577652	0.0254738444889809
leaf_1943	0	1	0
NODE_0000113	0	0.999633248495567	0
leaf_1637	0	1	0
NODE_0000114	0	0.999913833990218	0
leaf_1446	0	1	0
NODE_0000115	0	0.999791129476766	0
leaf_706	0	1	0
leaf_1521	0	1	0
NODE_0000116	0	0.99973494977797	0
leaf_2285	0	1	0
NODE_0000117	0	0.999466296881784	0
NODE_0000118	0.00107292323204078	0.998700448766143	0
leaf_2089	0.0432820659594076	0.917486897212643	0.0392310368279497
NODE_0000120	0.0121026366828939	0.986463064182922	0.00143429913418449
leaf_1751	1	0	0
leaf_2245	0	1	0
NODE_0000121	0	0.99977493707469	0
leaf_1752	0	1	0
NODE_0000122	0	0.999665594790096	0
leaf_1663	0	1	0
NODE_0000123	0	0.99952437474101	0
NODE_0000124	0	0.99982242147558	0
leaf_247	0	1	0
leaf_297	0	1	0
NODE_0000125	0	0.999883233076876	0
leaf_381	0	1	0
leaf_535	0	1	0
NODE_0000126	0.00575940345293424	0.993814618441451	0
leaf_2037	0	1	0
NODE_0000127	0.0977921719533257	0.900505327395395	0.00170250065127966
leaf_2001	1	0	0
NODE_0000128	0.065915318862156	0.9336595344804	0
leaf_2052	0	1	0
NODE_0000129	0.113593014696273	0.886121822574692	0
leaf_1106	1	0	0
leaf_1944	0	1	0
NODE_0000132	0.443552469825924	0.527202692802912	0.0292448373711639
NODE_0000133	0.520059676390009	0.463463656193261	0.0164766674167298
leaf_610	0	1	0
leaf_1429	1	0	0
NODE_0000134	0.641922725680513	0.0856300025476794	0.272447271771808
leaf_627	0	0	1
leaf_721	1	0	0
NODE_0000135	0.11639614242357	0.881791417475004	0.00181244010142671
leaf_1238	1	0	0
NODE_0000136	0.00569034503791691	0.993925603834751	0
leaf_1464	0	1	0
NODE_0000137	0	0.999087327106097	0
leaf_1643	0	1	0
NODE_0000138	0	0.999519010949657	0
leaf_506	0	1	0
NODE_0000139	0.00100723238801306	0.997938472648345	0.00105429496364192
leaf_86	0.0934124842231746	0.821682945743516	0.0849045700333096
leaf_521	0	1	0
NODE_0000060	0	0.999285884626663	0
NODE_0000061	0	0.999926402296817	0
leaf_2289	0	1	0
NODE_0000062	0	0.998627455708473	0
leaf_1383	0	1	0
NODE_0000063	0	0.997273099647341	0.00191609444355973
leaf_1111	0	1	0
NODE_0000064	0.0094613981734519	0.958965597295562	0.0315730045309865
leaf_659	0.0548487035667441	0.876442518759428	0.0687087776738283
NODE_0000065	0.0087979237427918	0.949721817922593	0.041480258334615
leaf_71	0	0	1
NODE_0000066	0.006608737112922	0.969847996877667	0.023543266009411
leaf_509	0	1	0
leaf_814	0.0316557082802576	0.923583210049821	0.0447610816699213
NODE_0000068	0	0.996475685133328	0.00318940685429721
NODE_0000069	0	0.998545942098327	0.00108332571828948
leaf_1566	0	1	0
leaf_1822	0	1	0
NODE_0000070	0.00260151525835013	0.956079513694908	0.0413189710467418
NODE_0000071	0.00134246560177902	0.0261854358531177	0.972472098545103
leaf_2148	0	0	1
NODE_0000072	0	0.00203795587071803	0.997598178190117
NODE_0000073	0.00193837077093888	0.001423456497907	0.996638172731154
NODE_0000074	0.00347450589161131	0.00255090983918723	0.993974584269202
leaf_248	0.127353525739001	0.12524244595135	0.747404028309649
leaf_963	0	0	1
NODE_0000075	0.00601783029401613	0.00450464195823412	0.98947752774775
leaf_444	0	0	1
leaf_519	0.0430239035126203	0.0399772801471362	0.916998816340243
NODE_0000076	0	0	0.999802860723822
leaf_1920	0	0	1
NODE_0000077	0	0	0.999563349631532
leaf_1102	0	0	1
NODE_0000078	0	0.00169616531573579	0.997642324559461
NODE_0000079	0.00218558370349781	0.0121334170237077	0.985680999272794
leaf_312	0	0	1
NODE_0000080	0.00817332269424837	0.0873912122981499	0.904435465007602
leaf_161	0	0	1
leaf_762	0	1	0
NODE_0000081	0	0	0.999988707025416
leaf_324	0	0	1
leaf_412	0	0	1
leaf_419	0	0	1
NODE_0000083	0.00383442006381483	0.993198874586621	0.002966705349564
NODE_0000085	0.0749636606568056	0.915797813890735	0.00923852545245938
leaf_747	0	1	0
leaf_1398	1	0	0
NODE_0000086	0.0207480489872036	0.973285398306812	0.00596655270598381
NODE_0000087	0.979329849132256	0.0157790603044141	0.00489109056332995
leaf_95	1	0	0
leaf_479	1	0	0
NODE_0000088	0	0.998648559357343	0
leaf_1197	0	1	0
NODE_0000089	0	0.999334712573021	0
leaf_289	0	1	0
leaf_431	0	1	0
NODE_0000090	0	0.999442607940213	0
NODE_0000091	0	0.999579305511229	0
leaf_1564	0	1	0
NODE_0000092	0	0.99944497231734	0
leaf_484	0	1	0
leaf_1256	0	1	0
NODE_0000093	0	0.999420200003279	0
leaf_1221	0	1	0
