strain,date,subgroup
leaf_931,183.188668957918,B
leaf_932,183.126608905571,B
leaf_933,183.043410356348,C
leaf_934,183.009065746782,B
leaf_935,182.973161508375,B
leaf_936,182.955327884848,B
leaf_937,182.950899846625,C
leaf_938,182.943667525496,A
leaf_939,182.927339795162,A
leaf_940,182.925765571419,B
leaf_941,182.913643476287,C
leaf_942,182.90978365323,B
leaf_943,182.885062364776,A
leaf_944,182.846893614385,B
leaf_945,182.835893686161,A
leaf_946,182.820445132459,C
leaf_947,182.798759065185,C
leaf_948,182.7818721996,B
leaf_949,182.776215339123,A
leaf_950,182.772402482954,C
leaf_951,182.732875596278,B
leaf_952,182.707628219558,C
leaf_953,182.691521111158,B
leaf_954,182.682547635563,C
leaf_955,182.672150904138,A
leaf_956,182.660191270369,C
leaf_957,182.594896987284,B
leaf_958,182.531271817287,C
leaf_959,182.499364343634,B
leaf_960,182.446167602514,B
leaf_961,182.42847187939,C
leaf_962,182.419622223177,A
leaf_963,182.413586673584,C
leaf_964,182.412794899496,B
leaf_965,182.397002599032,C
leaf_966,182.395036229244,B
leaf_967,182.382438195853,A
leaf_968,182.36967618657,A
leaf_969,182.272003983925,B
leaf_970,182.242988212172,C
leaf_971,182.235192591002,B
leaf_972,182.201632824604,B
leaf_973,182.188435297323,A
leaf_974,182.183256951482,C
leaf_975,182.181700534224,B
leaf_976,182.157669000336,C
leaf_977,182.147511412875,C
leaf_978,182.077923465179,B
leaf_979,181.93856272761,C
leaf_980,181.937956252614,A
leaf_981,181.844207171177,B
leaf_982,181.818951792787,C
leaf_983,181.812269595248,B
leaf_984,181.79477387591,C
leaf_985,181.771700753142,A
leaf_986,181.742858086119,C
leaf_987,181.735089023599,C
leaf_988,181.650276644535,C
leaf_989,181.604295630174,A
leaf_990,181.572270121845,A
leaf_991,181.564143919363,C
leaf_992,181.547295059345,B
leaf_993,181.539292112294,B
leaf_994,181.524078595682,C
leaf_995,181.521542341046,B
leaf_996,181.487678069007,A
leaf_997,181.446891510102,B
leaf_998,181.423089204571,C
leaf_999,181.413440741053,B
leaf_1000,181.374614280344,B
leaf_1001,181.345993561236,A
leaf_1002,181.300823490107,A
leaf_1003,181.298867258376,B
leaf_1004,181.296455927934,C
leaf_1005,181.286218017161,A
leaf_1006,181.2724398264,C
leaf_1007,181.263624576975,C
leaf_1008,181.234817711381,C
leaf_1009,181.229316698613,A
leaf_1010,181.225395999196,A
leaf_1011,181.195388303481,A
leaf_1012,181.1885945569,A
leaf_1013,181.152778059238,B
leaf_1014,181.128447988307,A
leaf_1015,181.077857481176,C
leaf_1016,181.062066348681,A
leaf_1017,181.050900780944,A
leaf_1018,180.974063131098,A
leaf_1019,180.905792382501,A
leaf_1020,180.86862997453,C
leaf_1021,180.865679528834,C
leaf_1022,180.854361458238,C
leaf_1023,180.845497627183,C
leaf_1024,180.841916472682,B
leaf_1025,180.747433986383,A
leaf_1026,180.693534148653,C
leaf_1027,180.689957031626,B
leaf_1028,180.678613470226,B
leaf_1029,180.609489811497,A
leaf_1030,180.604459540407,A
leaf_1031,180.57620544742,A
leaf_1032,180.570368713625,B
leaf_1033,180.519868447644,C
leaf_1034,180.516999384168,A
leaf_1035,180.496768347049,B
leaf_1036,180.458425678805,C
leaf_1037,180.446222896663,C
leaf_1038,180.388343173502,B
leaf_1039,180.342710020056,B
leaf_1040,180.225506040198,C
leaf_1041,180.216905104672,A
leaf_1042,180.213054335518,A
leaf_1043,180.181644096016,C
leaf_1044,180.135760717496,B
leaf_1045,180.093425738833,C
leaf_1046,180.08818505847,B
leaf_1047,180.07090051682,A
leaf_1048,180.016644366205,A
leaf_1049,180.00916317277,B
leaf_1050,179.937254483835,C
leaf_1051,179.893796476919,B
leaf_1052,179.881253367175,A
leaf_1053,179.878932903616,B
leaf_1054,179.863276186408,A
leaf_1055,179.852811914051,A
leaf_1056,179.775316011215,C
leaf_1057,179.728559640369,C
leaf_1058,179.700881885314,B
leaf_1059,179.664810306794,A
leaf_1060,179.606759333694,C
leaf_1061,179.591841677522,C
leaf_1062,179.538752148318,C
leaf_1063,179.465483242559,A
leaf_1064,179.43654512974,B
leaf_1065,179.413802678674,C
leaf_1066,179.410618458623,B
leaf_1067,179.342715618226,C
leaf_1068,179.316743408708,B
leaf_1069,179.267581375538,C
leaf_1070,179.252542935336,B
leaf_1071,179.170858011289,B
leaf_1072,179.157208738562,B
leaf_1073,179.152133583338,B
leaf_1074,179.144223038209,B
leaf_1075,179.137798440075,B
leaf_1076,179.085542589497,B
leaf_1077,179.039054285601,C
leaf_1078,179.022991596854,B
leaf_1079,178.994898296588,B
leaf_1080,178.952224402727,C
leaf_1081,178.936690756831,B
leaf_1082,178.913857998763,B
leaf_1083,178.90114429087,C
leaf_1084,178.878545096196,B
leaf_1085,178.825835440194,B
leaf_1086,178.735525675162,B
leaf_1087,178.713766497127,A
leaf_1088,178.703682960948,C
leaf_1089,178.675824442039,B
leaf_1090,178.663552721097,B
leaf_1091,178.623130643573,A
leaf_1092,178.596481259601,B
leaf_1093,178.574760075673,B
leaf_1094,178.486282697777,C
leaf_1095,178.45627777845,A
leaf_1096,178.451743240673,B
leaf_1097,178.417599190753,B
leaf_1098,178.394005072969,A
leaf_1099,178.383578443919,A
leaf_1100,178.372581034395,C
leaf_1101,178.356338571439,B
leaf_1102,178.297910759093,C
leaf_1103,178.288773895155,C
leaf_1104,178.283117376602,B
leaf_1105,178.231884021028,A
leaf_1106,178.215940815441,A
leaf_1107,178.206443553659,A
leaf_1108,178.157967709179,B
leaf_1109,178.150051141468,B
leaf_1110,178.11638539574,C
leaf_1111,178.085840528545,B
leaf_1112,178.064317954224,C
leaf_1113,177.905645638935,B
leaf_1114,177.861448957839,C
leaf_1115,177.842658389877,C
leaf_1116,177.773541593665,B
leaf_1117,177.739450683482,C
leaf_1118,177.709679449751,C
leaf_1119,177.649484272288,B
leaf_1120,177.605845544273,B
leaf_1121,177.573410043182,B
leaf_1122,177.572101746164,C
leaf_1123,177.510404713086,A
leaf_1124,177.454653808543,B
leaf_1125,177.449389580624,A
leaf_1126,177.38619612285,A
leaf_1127,177.282443712098,C
leaf_1128,177.280582044683,B
leaf_1129,177.250550511392,C
leaf_1130,177.2450764848,A
leaf_1131,177.227676029538,A
leaf_1132,177.217389911122,A
leaf_1133,177.156895939954,C
leaf_1134,177.146575729646,B
leaf_1135,177.121644257322,A
leaf_1136,177.05010326884,A
leaf_1137,177.026825743386,B
leaf_1138,176.993320281273,A
leaf_1139,176.969887777533,C
leaf_1140,176.957476001819,A
leaf_1141,176.940384839181,B
leaf_1142,176.820687826988,C
leaf_1143,176.798963262476,C
leaf_1144,176.776891936904,B
leaf_1145,176.697166967071,A
leaf_1146,176.685691329506,C
leaf_1147,176.666136286869,A
leaf_1148,176.63458593439,A
leaf_1149,176.633524925675,A
leaf_1150,176.583212804112,C
leaf_1151,176.524119979102,C
leaf_1152,176.509874852723,A
leaf_1153,176.475720037305,B
leaf_1154,176.445006267326,A
leaf_1155,176.36496831645,A
leaf_1156,176.344686273061,B
leaf_1157,176.296586232492,A
leaf_1158,176.294963721165,C
leaf_1159,176.27711813718,B
leaf_1160,176.260870868051,A
leaf_1161,176.222940287759,A
leaf_1162,176.21793696132,C
leaf_1163,176.108674802202,B
leaf_1164,176.103275307866,B
leaf_1165,176.080486428992,A
leaf_1166,176.075852926088,B
leaf_1167,176.062941737045,A
leaf_1168,176.055821719251,C
leaf_1169,175.866250588874,A
leaf_1170,175.863662466831,A
leaf_1171,175.832659510476,B
leaf_1172,175.813555788964,A
leaf_1173,175.811092582077,C
leaf_1174,175.808172085261,B
leaf_1175,175.7911059175,C
leaf_1176,175.759275533881,C
leaf_1177,175.758371424682,B
leaf_1178,175.74505176404,B
leaf_1179,175.708771662794,B
leaf_1180,175.681043137362,B
leaf_1181,175.627325929603,B
leaf_1182,175.623176441909,B
leaf_1183,175.584299047947,A
leaf_1184,175.549395433913,A
leaf_1185,175.544383332964,C
leaf_1186,175.522889823195,B
leaf_1187,175.511161105364,B
leaf_1188,175.468221010407,C
leaf_1189,175.434549353696,C
leaf_1190,175.372503189442,C
leaf_1191,175.326981544156,A
leaf_1192,175.325550930606,C
leaf_1193,175.296770257857,A
leaf_1194,175.278244663759,C
leaf_1195,175.219217279377,B
leaf_1196,175.202762022484,B
leaf_1197,175.138040384183,B
leaf_1198,175.136064943258,C
leaf_1199,175.120007730482,A
leaf_1200,175.106354882574,A
leaf_1201,175.047081018382,C
leaf_1202,174.985083853404,B
leaf_1203,174.961706744651,A
leaf_1204,174.948944405293,B
leaf_1205,174.942562078287,A
leaf_1206,174.880936692819,A
leaf_1207,174.863428603384,B
leaf_1208,174.801931387525,B
leaf_1209,174.783109034776,C
leaf_1210,174.74443823859,C
leaf_1211,174.740377971287,B
leaf_1212,174.68995367505,B
leaf_1213,174.625921780945,C
leaf_1214,174.624305196782,C
leaf_1215,174.522807498921,B
leaf_1216,174.522605590115,B
leaf_1217,174.477342114954,B
leaf_1218,174.474574433711,A
leaf_1219,174.468025195495,C
leaf_1220,174.455197583782,A
leaf_1221,174.453093699322,B
leaf_1222,174.417453545826,A
leaf_1223,174.376085301845,C
leaf_1224,174.354861332855,A
leaf_1225,174.344441940366,A
leaf_1226,174.320013640441,C
leaf_1227,174.297258423451,B
leaf_1228,174.234133535015,C
leaf_1229,174.118770276777,A
leaf_1230,174.09409893122,A
leaf_1231,174.073366592921,A
leaf_1232,174.073206669697,A
leaf_1233,174.005724187191,C
leaf_1234,173.952813827426,B
leaf_1235,173.874096970372,A
leaf_1236,173.731550617986,C
leaf_1237,173.693720247617,A
leaf_1238,173.651290765324,A
leaf_1239,173.649359286079,C
leaf_1240,173.569514024126,B
leaf_1241,173.542375240884,C
leaf_1242,173.541847060724,A
leaf_1243,173.51273215493,B
leaf_1244,173.498754762892,A
leaf_1245,173.48377698628,A
leaf_1246,173.46353416597,A
leaf_1247,173.447220666004,A
leaf_1248,173.440676078703,C
leaf_1249,173.417003630289,C
leaf_1250,173.322687587598,B
leaf_1251,173.316955837916,C
leaf_1252,173.258596139687,C
leaf_1253,173.246819708567,C
leaf_1254,173.243849775069,B
leaf_1255,173.143434847435,B
leaf_1256,173.121347398696,B
leaf_1257,173.027015526391,B
leaf_1258,172.976503492989,C
leaf_1259,172.970383825457,A
leaf_1260,172.941133428762,C
leaf_1261,172.940972866608,C
leaf_1262,172.935242519242,C
leaf_1263,172.873418616537,A
leaf_1264,172.868835058648,A
leaf_1265,172.851442019269,C
leaf_1266,172.824521670061,B
leaf_1267,172.813808926352,C
leaf_1268,172.8100879525,B
leaf_1269,172.801266391561,A
leaf_1270,172.725593887439,C
leaf_1271,172.698847257469,C
leaf_1272,172.697774620589,C
leaf_1273,172.693342016717,A
leaf_1274,172.652787252418,B
leaf_1275,172.650877015094,A
leaf_1276,172.640874649796,C
leaf_1277,172.611837377642,A
leaf_1278,172.52914889498,B
leaf_1279,172.478507202339,C
leaf_1280,172.441509039565,A
leaf_1281,172.433014266819,C
leaf_1282,172.408734324981,B
leaf_1283,172.369499117399,A
leaf_1284,172.273905385428,B
leaf_1285,172.266051784746,A
leaf_1286,172.230648544139,C
leaf_1287,172.212340094008,A
leaf_1288,172.189825386362,C
leaf_1289,172.182474857941,B
leaf_1290,172.117098204518,C
leaf_1291,172.09844788015,C
leaf_1292,172.096092918784,C
leaf_1293,172.089642334286,B
leaf_1294,172.084839561575,A
leaf_1295,172.082916723947,A
leaf_1296,172.0721178754,A
leaf_1297,172.067692516557,B
leaf_1298,172.066801221044,A
leaf_1299,172.0635715626,C
leaf_1300,172.060888032127,B
leaf_1301,172.059686808915,B
leaf_1302,171.936517292332,B
leaf_1303,171.933654667179,C
leaf_1304,171.855879506968,A
leaf_1305,171.818898462688,A
leaf_1306,171.806253687891,A
leaf_1307,171.798642691237,A
leaf_1308,171.796210970356,B
leaf_1309,171.78320289558,A
leaf_1310,171.770821900192,C
leaf_1311,171.762647238279,B
leaf_1312,171.735715999984,C
leaf_1313,171.702977727126,C
leaf_1314,171.695449145643,B
leaf_1315,171.676478975903,C
leaf_1316,171.654601846092,C
leaf_1317,171.605061241152,A
leaf_1318,171.540064908273,C
leaf_1319,171.51165006674,A
leaf_1320,171.461555286148,A
leaf_1321,171.457172713536,C
leaf_1322,171.446184362874,A
leaf_1323,171.283446000366,A
leaf_1324,171.278571873053,C
leaf_1325,171.25750063604,A
leaf_1326,171.247251213568,C
leaf_1327,171.245996296411,A
leaf_1328,171.220467253129,A
leaf_1329,171.209366795532,C
leaf_1330,171.125151532328,A
leaf_1331,171.107173092993,B
leaf_1332,171.078181129268,C
leaf_1333,171.065727031987,C
leaf_1334,171.00390578103,C
leaf_1335,170.930889472698,B
leaf_1336,170.914467358004,C
leaf_1337,170.872082581211,C
leaf_1338,170.868205849602,C
leaf_1339,170.855074996551,A
leaf_1340,170.77013280406,B
leaf_1341,170.711590766092,A
leaf_1342,170.633271775602,A
leaf_1343,170.618216361395,C
leaf_1344,170.548579984314,C
leaf_1345,170.51866429977,B
leaf_1346,170.515259593624,C
leaf_1347,170.438795529277,B
leaf_1348,170.410034026738,C
leaf_1349,170.372393428486,C
leaf_1350,170.323301361273,B
leaf_1351,170.288838096929,B
leaf_1352,170.275940544699,B
leaf_1353,170.181112934532,A
leaf_1354,170.140634814993,B
leaf_1355,170.134677857346,B
leaf_1356,170.08992954668,C
leaf_1357,170.044044465913,B
leaf_1358,170.029775718072,C
leaf_1359,169.959422050294,A
leaf_1360,169.950918152813,B
leaf_1361,169.934787210914,A
leaf_1362,169.9229679877,C
leaf_1363,169.865091841872,A
leaf_1364,169.849388707762,B
leaf_1365,169.832068286323,A
leaf_1366,169.820408019897,B
leaf_1367,169.815758312201,B
leaf_1368,169.786709300408,B
leaf_1369,169.715212426051,B
leaf_1370,169.689738201858,C
leaf_1371,169.670741336837,A
leaf_1372,169.663370159355,C
leaf_1373,169.609355846078,A
leaf_1374,169.515145931747,B
leaf_1375,169.504986784282,B
leaf_1376,169.488675243759,C
leaf_1377,169.45105755741,A
leaf_1378,169.400126895224,A
leaf_1379,169.396417713941,B
leaf_1380,169.368271476495,C
leaf_1381,169.306991024223,C
leaf_1382,169.304179524777,A
leaf_1383,169.274515663253,B
leaf_1384,169.274206199574,B
leaf_1385,169.267537411766,A
leaf_1386,169.188862843517,C
leaf_1387,169.188394187643,B
leaf_1388,169.186088622981,A
leaf_1389,169.16483555488,B
leaf_1390,169.130045312169,A
leaf_1391,169.047230377545,B
leaf_1392,169.037746640868,A
leaf_1393,169.012099996182,B
leaf_1394,168.879106995755,A
leaf_1395,168.867613035284,A
leaf_1396,168.847114178599,B
leaf_1397,168.817429928026,C
leaf_1398,168.775796394692,A
leaf_1399,168.771219946703,C
leaf_1400,168.718486177488,A
leaf_1401,168.712384898946,B
leaf_1402,168.679274592269,A
leaf_1403,168.648680949503,C
leaf_1404,168.613902590336,B
leaf_1405,168.606115590155,B
leaf_1406,168.583949238963,C
leaf_1407,168.582220741963,B
leaf_1408,168.5660417664,A
leaf_1409,168.557968015979,A
leaf_1410,168.517112651246,B
leaf_1411,168.437393628334,B
leaf_1412,168.358561626713,A
leaf_1413,168.326342318525,B
leaf_1414,168.27643571003,C
leaf_1415,168.197442301331,B
leaf_1416,168.186749769802,A
leaf_1417,168.118008658065,A
leaf_1418,168.08860432093,C
leaf_1419,168.06349965474,C
leaf_1420,167.956612071528,C
leaf_1421,167.915953683526,A
leaf_1422,167.822308534514,A
leaf_1423,167.810838446659,B
leaf_1424,167.768162838045,C
leaf_1425,167.758065190641,C
leaf_1426,167.751429244512,B
leaf_1427,167.638705306535,A
leaf_1428,167.573572659673,A
leaf_1429,167.555500774169,A
leaf_1430,167.544869879332,B
leaf_1431,167.540818780734,C
leaf_1432,167.523360276478,C
leaf_1433,167.517938120427,B
leaf_1434,167.513537424,A
leaf_1435,167.472666053819,A
leaf_1436,167.454484047449,C
leaf_1437,167.422255496737,B
leaf_1438,167.361925339062,A
leaf_1439,167.359838795574,C
leaf_1440,167.336715354946,A
leaf_1441,167.327680485324,A
leaf_1442,167.318152472759,B
leaf_1443,167.20353646629,A
leaf_1444,167.187270222888,A
leaf_1445,167.186429595231,B
leaf_1446,167.116099886028,B
leaf_1447,167.090124687387,A
leaf_1448,167.021769046928,B
leaf_1449,166.998530507682,A
leaf_1450,166.919069941608,A
leaf_1451,166.900008202044,C
leaf_1452,166.890684895367,A
leaf_1453,166.880138839073,B
leaf_1454,166.801988608497,B
leaf_1455,166.792951473406,A
leaf_1456,166.656518422918,B
leaf_1457,166.651891756865,A
leaf_1458,166.602390430842,A
leaf_1459,166.583824416645,C
leaf_1460,166.577544178624,B
leaf_1461,166.548203597724,C
leaf_1462,166.5417056442,C
leaf_1463,166.531661458246,A
leaf_1464,166.490384882278,B
leaf_1465,166.391863893353,A
leaf_1466,166.343310441234,C
leaf_1467,166.325784468877,C
leaf_1468,166.313735361226,A
leaf_1469,166.183359510575,A
leaf_1470,166.181392120916,C
leaf_1471,166.179478097487,B
leaf_1472,166.132967192471,A
leaf_1473,166.120005614353,C
leaf_1474,166.061150759567,C
leaf_1475,166.045960212862,A
leaf_1476,166.032036870526,A
leaf_1477,166.02001160996,A
leaf_1478,166.012737432125,B
leaf_1479,166.002036226287,B
leaf_1480,165.998455641214,C
leaf_1481,165.990566013383,A
leaf_1482,165.947898472649,A
leaf_1483,165.941828726252,A
leaf_1484,165.926874583224,B
leaf_1485,165.911860556605,A
leaf_1486,165.862425759494,C
leaf_1487,165.814607803394,B
leaf_1488,165.747194953822,C
leaf_1489,165.726674855614,C
leaf_1490,165.693821819169,A
leaf_1491,165.649481796436,B
leaf_1492,165.63858648029,A
leaf_1493,165.630684865728,A
leaf_1494,165.630001998282,A
leaf_1495,165.612281622156,B
leaf_1496,165.552950402702,A
leaf_1497,165.532802782666,C
leaf_1498,165.527015379673,B
leaf_1499,165.495453446004,B
leaf_1500,165.48667346653,A
leaf_1501,165.445824252154,B
leaf_1502,165.444823634129,A
leaf_1503,165.438647969071,A
leaf_1504,165.355012097356,B
leaf_1505,165.315809254383,A
leaf_1506,165.264866219975,A
leaf_1507,165.263351158611,B
leaf_1508,165.192315288088,A
leaf_1509,165.181326053415,B
leaf_1510,165.16225954765,A
leaf_1511,165.124026971271,A
leaf_1512,165.092453694207,A
leaf_1513,165.083754103391,C
leaf_1514,165.072625274726,C
leaf_1515,165.029490219424,B
leaf_1516,165.020885669967,B
leaf_1517,164.982517258723,C
leaf_1518,164.954535647631,C
leaf_1519,164.924028516274,A
leaf_1520,164.920844493837,A
leaf_1521,164.912260551472,B
leaf_1522,164.905593789511,C
leaf_1523,164.897870099907,B
leaf_1524,164.812910613165,B
leaf_1525,164.791609843773,C
leaf_1526,164.788903683579,C
leaf_1527,164.782660237853,A
leaf_1528,164.78254374053,A
leaf_1529,164.778980354462,C
leaf_1530,164.767378145032,C
leaf_1531,164.73046418581,C
leaf_1532,164.721367508537,A
leaf_1533,164.704173637052,A
leaf_1534,164.69396157116,B
leaf_1535,164.679385431318,C
leaf_1536,164.673455095814,B
leaf_1537,164.672417845803,A
leaf_1538,164.644554328102,B
leaf_1539,164.644416691468,C
leaf_1540,164.621638384948,B
leaf_1541,164.592944236671,A
leaf_1542,164.58762535611,A
leaf_1543,164.562880578651,B
leaf_1544,164.524768649059,C
leaf_1545,164.515943036154,A
leaf_1546,164.491320295577,A
leaf_1547,164.442528554354,B
leaf_1548,164.440407734584,A
leaf_1549,164.430650926463,C
leaf_1550,164.419163352442,B
leaf_1551,164.372177836272,A
leaf_1552,164.349364457564,A
leaf_1553,164.345040188346,A
leaf_1554,164.29819972992,C
leaf_1555,164.28514510274,C
leaf_1556,164.256893553047,A
leaf_1557,164.241182765349,A
leaf_1558,164.221785528791,C
leaf_1559,164.218773497082,B
leaf_1560,164.217631161676,C
leaf_1561,164.201252594499,C
leaf_1562,164.164268585822,B
leaf_1563,164.148455538766,A
leaf_1564,164.059322412984,B
leaf_1565,164.058346683148,C
leaf_1566,164.042576705898,B
leaf_1567,164.002807875036,A
leaf_1568,163.968259913696,C
leaf_1569,163.84183703986,C
leaf_1570,163.831664650335,A
leaf_1571,163.801626479946,C
leaf_1572,163.772120651578,A
leaf_1573,163.726919332197,C
leaf_1574,163.711071995328,B
leaf_1575,163.666544009476,A
leaf_1576,163.651619052168,A
leaf_1577,163.632748048575,B
leaf_1578,163.627447221857,C
leaf_1579,163.621788108239,A
leaf_1580,163.61683212058,A
leaf_1581,163.603676735822,B
leaf_1582,163.582647412448,A
leaf_1583,163.581165980061,C
leaf_1584,163.417809875405,A
leaf_1585,163.406224909397,A
leaf_1586,163.378746996381,C
leaf_1587,163.35449186771,A
leaf_1588,163.353883222029,A
leaf_1589,163.313071058343,A
leaf_1590,163.291208750375,B
leaf_1591,163.280179989265,B
leaf_1592,163.264996822544,A
leaf_1593,163.228365697208,B
leaf_1594,163.196694822438,A
leaf_1595,163.191340676617,C
leaf_1596,163.186702443715,C
leaf_1597,163.184412392798,A
leaf_1598,163.08779787149,C
leaf_1599,163.043689820541,A
leaf_1600,163.012756452516,A
leaf_1601,163.008357940083,C
leaf_1602,163.001917239488,B
leaf_1603,162.932528326707,A
leaf_1604,162.792366064918,C
leaf_1605,162.791951216981,A
leaf_1606,162.778107598752,B
leaf_1607,162.770073843631,C
leaf_1608,162.734332604511,A
leaf_1609,162.645173619831,A
leaf_1610,162.636396171745,C
leaf_1611,162.636344747789,A
leaf_1612,162.599629946038,A
leaf_1613,162.588028847214,A
leaf_1614,162.576367408921,C
leaf_1615,162.569244270553,C
leaf_1616,162.532874994917,C
leaf_1617,162.493782618837,C
leaf_1618,162.448032799314,C
leaf_1619,162.400990125928,A
leaf_1620,162.333085754926,C
leaf_1621,162.254744587957,C
leaf_1622,162.187339884188,C
leaf_1623,162.149653713359,A
leaf_1624,162.010495415448,C
leaf_1625,161.999282838646,A
leaf_1626,161.971559694525,C
leaf_1627,161.968664057342,A
leaf_1628,161.956700434734,C
leaf_1629,161.883175183369,B
leaf_1630,161.868202109469,C
leaf_1631,161.838332890557,B
leaf_1632,161.813167798383,B
leaf_1633,161.753207192868,A
leaf_1634,161.732596609647,A
leaf_1635,161.690988385991,C
leaf_1636,161.608924452012,A
leaf_1637,161.59417732885,B
leaf_1638,161.592170672108,C
leaf_1639,161.526860492515,A
leaf_1640,161.520432958212,B
leaf_1641,161.484936002513,C
leaf_1642,161.458080317514,C
leaf_1643,161.450795621736,B
leaf_1644,161.423215357779,A
leaf_1645,161.400012978769,B
leaf_1646,161.355075157584,C
leaf_1647,161.2762486491,A
leaf_1648,161.255523972039,C
leaf_1649,161.226146673155,B
leaf_1650,161.169923881568,C
leaf_1651,161.110055670112,C
leaf_1652,161.086847191288,C
leaf_1653,161.081774708631,A
leaf_1654,161.060609179514,B
leaf_1655,161.037137059253,A
leaf_1656,160.992281550263,C
leaf_1657,160.976376954976,C
leaf_1658,160.961860722455,A
leaf_1659,160.946945237411,B
leaf_1660,160.902184846839,C
leaf_1661,160.870111757498,B
leaf_1662,160.740619229834,B
leaf_1663,160.714183409508,B
leaf_1664,160.67820148389,C
leaf_1665,160.629015726788,C
leaf_1666,160.625288628476,A
leaf_1667,160.58074570675,B
leaf_1668,160.540496100438,A
leaf_1669,160.517450458568,A
leaf_1670,160.464919398479,B
leaf_1671,160.427173687462,C
leaf_1672,160.300569093981,C
leaf_1673,160.246271816507,A
leaf_1674,160.245251951497,B
leaf_1675,160.190496405674,B
leaf_1676,160.187182359721,C
leaf_1677,160.163446175989,C
leaf_1678,160.121405555561,C
leaf_1679,160.088235784672,C
leaf_1680,160.085311101725,B
leaf_1681,160.060251764976,B
leaf_1682,160.035022660901,B
leaf_1683,159.992576876806,A
leaf_1684,159.971028474696,B
leaf_1685,159.967514682516,C
leaf_1686,159.924868566905,A
leaf_1687,159.915410094527,B
leaf_1688,159.861607801809,A
leaf_1689,159.847963655648,C
leaf_1690,159.776306371202,A
leaf_1691,159.756381695831,C
leaf_1692,159.744828229531,A
leaf_1693,159.719644753119,C
leaf_1694,159.705648443321,B
leaf_1695,159.684424912216,A
leaf_1696,159.635358761577,C
leaf_1697,159.565486787023,A
leaf_1698,159.552205309321,C
leaf_1699,159.50163650542,C
leaf_1700,159.467626698042,A
leaf_1701,159.456649654918,A
leaf_1702,159.420542230699,C
leaf_1703,159.395349329142,C
leaf_1704,159.369419664031,A
leaf_1705,159.360707124083,B
leaf_1706,159.357746126213,C
leaf_1707,159.330144654167,C
leaf_1708,159.282525573558,B
leaf_1709,159.209828052991,B
leaf_1710,159.198019970269,A
leaf_1711,159.183397382062,A
leaf_1712,159.1726140078,C
leaf_1713,159.123038798274,C
leaf_1714,159.11718413313,C
leaf_1715,159.066127694312,B
leaf_1716,158.988445977463,A
leaf_1717,158.968238652837,B
leaf_1718,158.957849388584,C
leaf_1719,158.925625145489,C
leaf_1720,158.925263101474,B
leaf_1721,158.86095296709,B
leaf_1722,158.849558138987,C
leaf_1723,158.785571336799,B
leaf_1724,158.763397973898,C
leaf_1725,158.746476441777,A
leaf_1726,158.644208908208,B
leaf_1727,158.603423114659,C
leaf_1728,158.586886446313,A
leaf_1729,158.576944945748,A
leaf_1730,158.55508407551,A
leaf_1731,158.527567573173,B
leaf_1732,158.479948498007,A
leaf_1733,158.452126562897,A
leaf_1734,158.439807757283,A
leaf_1735,158.419686975459,B
leaf_1736,158.339190386088,B
leaf_1737,158.253419342625,B
leaf_1738,158.173589577718,C
leaf_1739,158.143517558914,A
leaf_1740,158.092632818074,B
leaf_1741,158.042478969539,A
leaf_1742,158.040445299372,C
leaf_1743,157.946907294034,A
leaf_1744,157.921639906329,A
leaf_1745,157.883772632853,B
leaf_1746,157.854007806652,A
leaf_1747,157.76888436175,C
leaf_1748,157.645494947681,C
leaf_1749,157.644348703434,B
leaf_1750,157.587187679937,B
leaf_1751,157.552893624471,A
leaf_1752,157.544037759978,B
leaf_1753,157.525088850955,C
leaf_1754,157.518639076987,A
leaf_1755,157.518261670757,A
leaf_1756,157.486002111146,A
leaf_1757,157.482824302417,B
leaf_1758,157.323740028104,A
leaf_1759,157.319261574664,C
leaf_1760,157.28083158409,C
leaf_1761,157.257100390279,B
leaf_1762,157.244201800526,C
leaf_1763,157.214946964627,C
leaf_1764,157.202308827842,A
leaf_1765,157.090630785825,B
leaf_1766,157.064048419548,C
leaf_1767,157.037386916187,C
leaf_1768,157.032403209589,A
leaf_1769,157.027314644454,C
leaf_1770,157.012701690294,A
leaf_1771,157.004392464638,B
leaf_1772,156.99327144293,B
leaf_1773,156.992592838778,B
leaf_1774,156.923099001303,C
leaf_1775,156.908704324401,B
leaf_1776,156.8728426334,C
leaf_1777,156.858062729009,A
leaf_1778,156.819880389752,B
leaf_1779,156.782659001828,A
leaf_1780,156.597654191827,A
leaf_1781,156.502627540342,B
leaf_1782,156.389598665712,A
leaf_1783,156.375682730213,C
leaf_1784,156.34804358224,C
leaf_1785,156.345304008287,C
leaf_1786,156.307027285189,A
leaf_1787,156.263592908918,A
leaf_1788,156.237931044108,C
leaf_1789,156.175049115969,C
leaf_1790,156.127700594271,A
leaf_1791,155.995229161398,A
leaf_1792,155.981714424487,B
leaf_1793,155.978615869172,A
leaf_1794,155.922391709344,A
leaf_1795,155.787953934741,A
leaf_1796,155.771913444451,C
leaf_1797,155.704820917079,C
leaf_1798,155.702138592181,C
leaf_1799,155.685686843177,A
leaf_1800,155.663441028526,C
leaf_1801,155.653029494997,B
leaf_1802,155.579564250623,A
leaf_1803,155.54515104134,B
leaf_1804,155.528722175489,C
leaf_1805,155.522450778402,C
leaf_1806,155.515543219633,C
leaf_1807,155.483882300919,B
leaf_1808,155.468040176987,B
